Compte ,Client ,Secteurs clients,Consolidation Client,AME
568662,MIN.AGRIC.ENV.RESS.HYD.S/D CONTROLE ET CERTIF.SEMENCES ET PLANS,ADMINISTRATION,S/D CONTROLE ET CERTIF.SEMENCES ET PLANS,MIN.AGRIC.ENV.RESS.HYD.
568672,MIN.AGRIC.ENV.RESS.HYD.PROJET PLAN DIRECTEUR D'APUACULTURE,ADMINISTRATION,PROJET PLAN DIRECTEUR D'APUACULTURE,MIN.AGRIC.ENV.RESS.HYD.
568682,MIN.AGRIC.ENV.RESS.HYD.AGENCE DES PORTS ET DES INSTALLATIONS DE PE,ADMINISTRATION,AGENCE DES PORTS ET DES INSTALLATIONS DE PE,MIN.AGRIC.ENV.RESS.HYD.
568691,MIN.AGRIC.ENV.RESS.HYD.DCGTH,ADMINISTRATION,DCGTH,MIN.AGRIC.ENV.RESS.HYD.
568702,MIN.AGRIC.ENV.RESS.HYD.C.R.D.A. DE L'ARIANA,ADMINISTRATION,C.R.D.A. DE L'ARIANA,MIN.AGRIC.ENV.RESS.HYD.
568712,MIN.AGRIC.ENV.RESS.HYD.GROUPEMENT INTERPROF DES PRODUITS AVICOLES,ADMINISTRATION,GROUPEMENT INTERPROF DES PRODUITS AVICOLES,MIN.AGRIC.ENV.RESS.HYD.
568721,MIN.AGRIC.ENV.RESS.HYD.PROJET DES ETUDES DE BARRAGES,ADMINISTRATION,PROJET DES ETUDES DE BARRAGES,MIN.AGRIC.ENV.RESS.HYD.
568732,MIN.AGRIC.ENV.RESS.HYD.DIR.GLE.DE LA PECHE ET DE L'AQUAC.PROJET DE,ADMINISTRATION,DIR.GLE.DE LA PECHE ET DE L'AQUAC.PROJET DE,MIN.AGRIC.ENV.RESS.HYD.
568742,MIN.AGRIC.ENV.RESS.HYD.PROJET DOUBLEMENT CONDUITE SEJNANE - JOUMIN,ADMINISTRATION,PROJET DOUBLEMENT CONDUITE SEJNANE - JOUMIN,MIN.AGRIC.ENV.RESS.HYD.
568752,MIN.AGRIC.ENV.RESS.HYD.CENTRE TECHNIQUE DE LA POMME DE TERRE,ADMINISTRATION,CENTRE TECHNIQUE DE LA POMME DE TERRE,MIN.AGRIC.ENV.RESS.HYD.
568762,PRESIDENCE DU GOUVERNEMENT ( SECTION II ),ADMINISTRATION,PRESIDENCE DU GOUVERNEMENT ( SECTION II ),PREMIER MINISTERE
568771,MIN.FIN. CABINET ET SERVICES CENTRAUX,ADMINISTRATION,CABINET ET SERVICES CENTRAUX,MIN.FIN.
568781,MIN.CULT.CENTRE NATIONAL DE LA COMMUNICATION CULTURELLE,ADMINISTRATION,CENTRE NATIONAL DE LA COMMUNICATION CULTURELLE,MIN.CULT.SAUVEGARDE DU PATRIMOINE
568792,"MIN.AFF.SOC.SOLID.CENTRE DE PROTECTION SOC. "" EL AMEN """,ADMINISTRATION,"CENTRE DE PROTECTION SOC. "" EL AMEN """,MIN.AFF.FEM.FAM.ENF.
568802,MIN.AFF.SOC.SOLID.TUN.ETR. CENTRE DE DEF.INTEG.SOC.,ADMINISTRATION,TUN.ETR.CENTRE DE DEF.INTEG.SOC.,MIN.AFF.FEM.FAM.ENF.
568812,MIN.AFF.SOC.SOLID. CENTRE DE DEFENSE ET D'INTEGRATION SOCIALE,ADMINISTRATION,CENTRE DE DEFENSE ET D'INTEGRATION SOCIALE,MIN.AFF.FEM.FAM.ENF.
568822,MIN.AFF.SOC.SOLID. CENTRE DE DEFENSE ET D'INTEGRATION SOCIAL SOUKRA,ADMINISTRATION,CENTRE DE DEFENSE ET D'INTEGRATION SOCIAL SOUKRA,MIN.AFF.FEM.FAM.ENF.
568832,MIN.EDUC. ECOLE PREPARATOIRE DES AVEUGLES,ADMINISTRATION,MIN.EDUC. ECOLE PREPARATOIRE DES AVEUGLES,MIN.EDUC.
568842,MIN.ENS.SUP.RECH.SC.TECH. CITE UNIVERSITAIRE NEAPOLIS,ADMINISTRATION, CITE UNIVERSITAIRE NEAPOLIS,MIN.ENS.SUP.RECH.SC.
568851,MIN.DEV.REG. D. G. S. C,ADMINISTRATION,D. G. S. C,MIN.INTER.DEV.LOC.
568862,MIN.EDUC. ECOLE INTERNATONALE DE TUNIS,ADMINISTRATION,MIN.EDUC. ECOLE INTERNATONALE DE TUNIS,MIN.EDUC.
568872,MIN.ENS.SUP.RECH.SC.TECH. FOYER UNIVERSITAIRE IBN ZOHR,ADMINISTRATION, FOYER UNIVERSITAIRE IBN ZOHR,MIN.ENS.SUP.RECH.SC.
568882,MIN.ENS.SUP.RECH.SC.TECH.  INST.SUP.ETUDES TECH.,ADMINISTRATION,  INST.SUP.ETUDES TECH.,MIN.ENS.SUP.RECH.SC.
568892,MIN.JUSTICE   DIRECTION REGIONALE DE TUNIS,ADMINISTRATION,MIN.JUSTICE   DIRECTION REGIONALE DE TUNIS,MIN.JUSTICE DROITS HOMME
568902,MIN.SANTE PUB. L'INSTANCE NLE. DE L'ACCREDITATION EN SANTE,ADMINISTRATION, L'INSTANCE NLE. DE L'ACCREDITATION EN SANTE,MIN.SANTE PUB.
568912,MIN.ENS.SUP.RECH.SC.TECH.  RESTAURANT UNIVERSITAIRE   EL MOUROUJ III,ADMINISTRATION,  RESTAURANT UNIVERSITAIRE   EL MOUROUJ III,MIN.ENS.SUP.RECH.SC.
568922,MIN.ENS.SUP.RECH.SC.TECH.  ECOLE NLE. DES SC.ET TECH. AVANCEES,ADMINISTRATION,  ECOLE NLE. DES SC.ET TECH. AVANCEES,MIN.ENS.SUP.RECH.SC.
568932,MIN.ENS.SUP.RECH.SC.TECH. INSTITUT SUP. DES TECHNO. DE L'INFORM. COMM.,ADMINISTRATION, INSTITUT SUP. DES TECHNO. DE L'INFORM. COMM.,MIN.ENS.SUP.RECH.SC.
568942,MIN.ENS.SUP.RECH.SC.TECH.  RESTAURANT UNIV.DE POLE TECHNOLOGIQUE,ADMINISTRATION,  RESTAURANT UNIV.DE POLE TECHNOLOGIQUE,MIN.ENS.SUP.RECH.SC.
568952,MIN.EQUIP.HAB.AMEN.TERR.  DIRECTION GLE.DE L'HABITAT,ADMINISTRATION, DIRECTION GLE.DE L'HABITAT CITE HABIB CHRITA TUNIS,MIN.EQUIP.HAB.AMEN.TERR.
568962,MIN.INTER. POLE SECURITAIRE POUR LUTTE CONTRE TERROR.ET CRIME ORG.,ADMINISTRATION,POLE SECURITAIRE POUR LUTTE CONTRE TERROR.ET CRIME ORG.,MIN.INTER.DEV.LOC.
568972,MIN.ENS.SUP.RECH.SC.  RESTAURANT UNIV. IBN MANDHOUR,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.  RESTAURANT UNIV. IBN MANDHOUR,MIN.ENS.SUP.RECH.SC.
568982,REP.TUN. INSTANCE PROV.DE CONTR.CONSTIT.DES PROJETS DES LOIS,ADMINISTRATION,INSTANCE PROV.DE CONTR.CONSTIT.DES PROJETS DES LOIS,PRESIDENCE DE LA REPUBLIQUE
568991,MINISTERE DES AFFAIRES LOCALES,ADMINISTRATION,MINISTERE DES AFFAIRES LOCALES,MIN.INTER.DEV.LOC.
569002,MIN.FAMILLE ET PROMOTION DE LA FEMME,ADMINISTRATION,COMMISSARIAT REG. FEMM.FAM.,MIN.AFF.FEM.FAM.ENF.
569022,MIN.EMPLOIINSTITUT FORMATION DES CADRES,ADMINISTRATION,INSTITUT FORMATION DES CADRES,MIN.EMPLOI
569042,MIN.AFF.SOC.SOLID.UNION TUN.D'AIDE AUX INSUFF.MENTAUX,ADMINISTRATION,UNION TUN.D'AIDE AUX INSUFF.MENTAUX,MIN.AFF.FEM.FAM.ENF.
569051,MIN.EMPLOID. A. A. F.,ADMINISTRATION,D. A. A. F.,MIN.EMPLOI
569062,MIN.JEUN.SPORTS  COMPLEXE DES JEUNESSES,ADMINISTRATION,COMPLEXE DES JEUNESSES,MIN.JEUN.SPORTS EDUC.PHYS.
569082,MIN.AFF.FEM.FAM.ENF.CENTRE DE RECHERCHE DES DOC. ET INF. SUR FE,ADMINISTRATION,CENTRE DE RECHERCHE DES DOC. ET INF. SUR FE,MIN.AFF.FEM.FAM.ENF.
569092,MIN.AFF.SOC.SOLID.CENTRE TUNISO-ITALIEN DE RECYCL.AU TRAV.IND,ADMINISTRATION,CENTRE TUNISO-ITALIEN DE RECYCL.AU TRAV.IND,MIN.AFF.FEM.FAM.ENF.
569101,MIN.ENS.SUP.RECH.SC.TECH. SECTION RECHERCHE SCIENTIFIQUE,ADMINISTRATION, SECTION RECHERCHE SCIENTIFIQUE,MIN.ENS.SUP.RECH.SC.
569112,MIN.AFF.SOC.SOLID.ASSOC.TUN.AIDE SOURDS,ADMINISTRATION,ASSOC.TUN.AIDE SOURDS,MIN.AFF.FEM.FAM.ENF.
569132,MIN.AFF.SOC.SOLID.COMITE REG.DE SOLIDARITE SOCIALE,ADMINISTRATION,COMITE REG.DE SOLIDARITE SOCIALE,MIN.AFF.FEM.FAM.ENF.
569141,MIN.AFF.RELIG.D. A. A. F.,ADMINISTRATION,D. A. A. F.,MIN.AFF.RELIG.
569151,MIN.AFF.FEM.FAM.ENF.,ADMINISTRATION,D. A. A. F.                                ,MIN.AFF.FEM.FAM.ENF.
569152,MIN.AFF.FEM.FAM.ENF.,ADMINISTRATION,D. A. A. F.                                ,MIN.AFF.FEM.FAM.ENF.
569161,MIN.AFF.SOC.SOLID.DIRECTION GENERALE PROMOTION SOCIALE,ADMINISTRATION,DIRECTION GENERALE PROMOTION SOCIALE,MIN.AFF.FEM.FAM.ENF.
569172,MIN.AFF.SOC.SOLID.TUN.ETR. CENTRE SOCIAL D'OBSERVATION DES ENFANTS,ADMINISTRATION,TUN.ETR.CENTRE SOCIAL D'OBSERVATION DES ENFANTS,MIN.AFF.FEM.FAM.ENF.
569182,PRESIDENCE DE LA REPUBLIQUELE MEDIATEUR ADMINISTRATIF,ADMINISTRATION,LE MEDIATEUR ADMINISTRATIF,PRESIDENCE DE LA REPUBLIQUE
569192,PRESIDENCE DE LA REPUBLIQUEHCCAF,ADMINISTRATION,HCCAF,PRESIDENCE DE LA REPUBLIQUE
569202,MIN.EDUC.FORM.CENTRE NL.DE FORM.DES FORMATEURS ET D'INGEN,ADMINISTRATION,CENTRE NL.DE FORM.DES FORMATEURS ET D'INGEN,MIN.EDUC.
569212,MIN.SPORTSCOMM. REG. DES SPORTS,ADMINISTRATION,COMM. REG. DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.
569222,MIN.JEUN.SPORTS EDUC.PHYS. COMMISSARIAT REGIONAL DE BEN AROUS,ADMINISTRATION,COMMISSARIAT REGIONAL DE BEN AROUS,MIN.JEUN.SPORTS EDUC.PHYS.
569232,MIN.SPORTSCOMM. REG. DES SPORTS,ADMINISTRATION,COMM. REG. DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.
569242,MIN.SPORTSCOMMISSARIAT REG. DES SPORTS,ADMINISTRATION,COMMISSARIAT REG. DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.
569252,MIN.CULT.JEUN.LOIS.COMM. REG. CULT. ARIANA,ADMINISTRATION,COMM. REG. CULT. ARIANA,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569262,MIN.CULT.JEUN.LOIS.COMM. REG. CULT. NABEUL,ADMINISTRATION,COMM. REG. CULT. NABEUL,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569282,MIN.AFF.SOC.SOLID. CENTRE DE DEFENSE ET D'INTEGRATION SOCIALE,ADMINISTRATION,CENTRE DE DEFENSE ET D'INTEGRATION SOCIALE,MIN.AFF.FEM.FAM.ENF.
569292,MIN.CULT.JEUN.LOIS.CENTRE CULTUREL ET SPORTIF DES JEUNES,ADMINISTRATION,CENTRE CULTUREL ET SPORTIF DES JEUNES,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569302,MIN.SPORTSCOMPLEX SPORTIF DE CEDRIA,ADMINISTRATION,COMPLEX SPORTIF DE CEDRIA,MIN.JEUN.SPORTS EDUC.PHYS.
569312,MIN.CULT.JEUN.LOIS.CENTRE DES MUSIQUES ARABES ET MEDITERANIENN,ADMINISTRATION,CENTRE DES MUSIQUES ARABES ET MEDITERANIENN,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569322,MIN.CULT.JEUN.LOIS.DECENTRALISATION,ADMINISTRATION,DECENTRALISATION,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569332,MIN.DEV.COOP.INTER.AGENCE TUN.COOP.TECHNIQUE,ADMINISTRATION,AGENCE TUN.COOP.TECHNIQUE,MIN.DEV.COOP.INTER.
569362,MIN.INTER.DEV.LOC.CAISSE PRETS SOUTIEN DES COLLECTIVITES LOCA,ADMINISTRATION,CAISSE PRETS SOUTIEN DES COLLECTIVITES LOCA,MIN.INTER.DEV.LOC.
569372,MIN.CULT.JEUN.LOIS.CENTRE NATIONAL DE CERAMIQUE D'ART,ADMINISTRATION,CENTRE NATIONAL DE CERAMIQUE D'ART,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569392,MIN.EDUC.FORM.ECOLE DES METIERS,ADMINISTRATION,ECOLE DES METIERS,MIN.EDUC.
569402,MIN.EDUC.FORM.ECOLE DES METIERS DE BAB EL KHADRA,ADMINISTRATION,ECOLE DES METIERS DE BAB EL KHADRA,MIN.EDUC.
569412,MIN.FIN.DIR.GLE.DU CONTROL FISCAL,ADMINISTRATION,DIR.GLE.DU CONTROL FISCAL,MIN.FIN.
569422,MIN.FIN.INSTITUT NATIONAL  DES FINANCES,ADMINISTRATION,INSTITUT NATIONAL  DES FINANCES,MIN.FIN.
569441,MIN.INDUST.TECHN D. A. A. F.,ADMINISTRATION,MIN.INDUST.TECHN D. A. A. F.                                   ,MIN.INDUST.TECHN
569452,MIN.FIN.DIR.GLE.ETUDES ET LIGISLATION FISCALES,ADMINISTRATION,DIR.GLE.ETUDES ET LIGISLATION FISCALES,MIN.FIN.
569462,MIN.FIN.DIR.GLE.DES AVANTAGES FISCAUX ET FINANCIERS,ADMINISTRATION,DIR.GLE.DES AVANTAGES FISCAUX ET FINANCIERS,MIN.FIN.
569472,MIN.FIN.OFFICE DES LOGEMENTS DU PERSONNEL DES FINAN,ADMINISTRATION,OFFICE DES LOGEMENTS DU PERSONNEL DES FINAN,MIN.FIN.
569482,MIN.ENS.SUP.RECH.SC.TECH.FOYER UNIVERSITAIRE DES ETUDIANTES DE MANOU,ADMINISTRATION,FOYER UNIVERSITAIRE DES ETUDIANTES DE MANOU,MIN.ENS.SUP.RECH.SC.
569492,OFFICE NATIONAL DES TELECOMMUNICATIONS - TUNISIE TELECOM -,ADMINISTRATION,OFFICE NATIONAL DES TELECOMMUNICATIONS - TUNISIE TELECOM -,MIN.TECH.COMM.
569501,MIN.TOURIS.,ADMINISTRATION,MIN.TOURIS.COMM.ART.,MIN.TOURIS.COMM.ART.
569512,MIN.TOURIS.COMM.ART.COMMISSARIAT REG.AU TOURISME,ADMINISTRATION,COMM.ART.COMMISSARIAT REG.AU TOURISME,MIN.TOURIS.COMM.ART.
569521,MIN.AGRIC.ENV.RESS.HYD.SECTION ENVIRONNEMENT,ADMINISTRATION,SECTION ENVIRONNEMENT                      ,MIN.AGRIC.ENV.RESS.HYD.
569531,MIN.INV.COOP.INTER.DAAF,ADMINISTRATION,DAAF,MIN.DEV.COOP.INTER.
569542,MIN.TOURIS.COMM.ART.OFFICE NATIONAL TOURISME TUNISIEN,ADMINISTRATION,OFFICE NATIONAL TOURISME TUNISIEN,MIN.TOURIS.COMM.ART.
569552,MIN.ENV.DEV.DURABLE       AGENCE PROT.AMEN.LITTORAL,ADMINISTRATION,AGENCE PROT.AMEN.LITTORAL,MIN.EQUIP.HAB.AMEN.TERR.
569562,PREMIER MINISTERESECRETARIAT D'ETAT CHARGE DE L'INFORMATIQUE,ADMINISTRATION,SECRETARIAT D'ETAT CHARGE DE L'INFORMATIQUE,PREMIER MINISTERE
569572,MIN.AGRIC.ENV.RESS.HYD.CENTRE INTERN.DES TECHNOLOGIES DE L'ENVIRON,ADMINISTRATION,CENTRE INTERN.DES TECHNOLOGIES DE L'ENVIRON,MIN.AGRIC.ENV.RESS.HYD.
569582,MIN.DEF.NAT. MESS SOUS OFFICIERS GARNISON,ADMINISTRATION,MESS SOUS OFFICIERS GARNISON,MIN.DEF.NAT.
569592,MIN.AFF.CULT.ORGANISME TUNISIEN DES DRTS.D'AUTEUR ET DRTS.VOISINS,ADMINISTRATION,ORGANISME TUNISIEN DES DRTS.D'AUTEUR ET DRTS.VOISINS,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569602,MIN.CULT.JEUN.LOIS.COMMISSARIAT REG. A LA CULTURE,ADMINISTRATION,COMMISSARIAT REG. A LA CULTURE,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569612,MIN.CULT.  COMMISSARIAT  REG. A LA CULTURE DE BEN AROUS,ADMINISTRATION,COMMISSARIAT  REG. A LA CULTURE DE BEN AROUS,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569622,MIN.CULT.SAUVG.PATR.  COMM.REG.CULT.SAUVG.PATR.,ADMINISTRATION,COMM.REG.CULT.SAUVG.PATR.,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569632,MIN.FIN.AGENCE TUNISIENNE DE SOLIDARITE,ADMINISTRATION,AGENCE TUNISIENNE DE SOLIDARITE,MIN.FIN.
569642,MIN.FIN.COMITE GLE.DE L'ADM.DU BUDGET D'ETAT,ADMINISTRATION,COMITE GLE.DE L'ADM.DU BUDGET D'ETAT,MIN.FIN.
569652,PREMIER MINISTEREI.R.S.P.T( INST.REG.SC.INF.TELEC.,ADMINISTRATION,I.R.S.P.T( INST.REG.SC.INF.TELEC.,PREMIER MINISTERE
569662,MIN.DEV.COOP.INTER.COMMISSARIAT GENERALE AU DEV REGIONAL  PDRI,ADMINISTRATION,COMMISSARIAT GENERALE AU DEV REGIONAL  PDRI,MIN.DEV.COOP.INTER.
569672,MIN.DEV.COOP.INTER.COMMISSARIAT REGIONALE AU DEV. REGIONAL  PD,ADMINISTRATION,COMMISSARIAT REGIONALE AU DEV. REGIONAL  PD,MIN.DEV.COOP.INTER.
569682,PREMIER MINISTEREAGENCE NATIONALE DE LA PROMOTION AUDIOVISUE,ADMINISTRATION,AGENCE NATIONALE DE LA PROMOTION AUDIOVISUEL,PREMIER MINISTERE
569692,MIN.INTER.DEV.LOC.COMMUNE DAR ALLOUCHE,ADMINISTRATION,COMMUNE DAR ALLOUCHE                       ,MIN.INTER.DEV.LOC.
569702,PREMIER MINISTERECOMITE D'ORGANIS.DES JEUX MEDITERRANEENS,ADMINISTRATION,COMITE D'ORGANIS.DES JEUX MEDITERRANEENS,PREMIER MINISTERE
569712,MIN.COMM.OFFICE NAT.DES POSTES - DIRECTION REG.DES POSTES -,ADMINISTRATION,OFFICE NAT.DES POSTES - DIRECTION REG.DES POSTES -,MIN.TECH.COMM.
569722,MIN.INTER.DEV.LOC.ECOLE SUP. DE FORCE .DE SECURITE INTERIEUR,ADMINISTRATION,ECOLE SUP. DE FORCE .DE SECURITE INTERIEUR,MIN.INTER.DEV.LOC.
569732,MIN.FIN.CENTRE MEDICAL DES DOUANES,ADMINISTRATION,CENTRE MEDICAL DES DOUANES,MIN.FIN.
569742,MIN.EDUC.FORM.UNIE DE GESTION DU PROJET MANFORME / UNION,ADMINISTRATION,UNIE DE GESTION DU PROJET MANFORME / UNION,MIN.EDUC.
569752,MIN.ENS.SUP.RECH.SC.TECH.FACULTE DES SCIENCES ECONOMIQUES ET GESTION,ADMINISTRATION,FACULTE DES SCIENCES ECONOMIQUES ET GESTION,MIN.ENS.SUP.RECH.SC.
569762,MIN.INTER.DEV.LOC.GOUVERNERAT DE MANNOUBA,ADMINISTRATION,GOUVERNERAT DE MANNOUBA,MIN.INTER.DEV.LOC.
569772,MIN.INTER.DEV.LOC.CONSEIL GOUVERNERAT MANNOUBA,ADMINISTRATION,CONSEIL GOUVERNERAT MANNOUBA,MIN.INTER.DEV.LOC.
569782,MIN.TOURIS.COMM.ART.SOCIETE ETUDE DEVELOPPEMENT ET AMENAGEMENT,ADMINISTRATION,COMM.ART.SOCIETE ETUDE DEVELOPPEMENT ET AMENAGEMENT,MIN.TOURIS.COMM.ART.
569792,MIN.ENS.SUP.RECH.SC.TECH.INST.SUP.DES ETUDES APPLIQUEES EN HUMANITES,ADMINISTRATION,INST.SUP.DES ETUDES APPLIQUEES EN HUMANITES,MIN.ENS.SUP.RECH.SC.
569802,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUPERIEUR DES METIERS DU PATRIMOIN,ADMINISTRATION,INSTITUT SUPERIEUR DES METIERS DU PATRIMOIN,MIN.ENS.SUP.RECH.SC.
569812,MIN.ENS.SUP.RECH.SC.TECH.INST.SUP.DES ARTS ET METIERS,ADMINISTRATION,INST.SUP.DES ARTS ET METIERS,MIN.ENS.SUP.RECH.SC.
569822,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUPERIEUR DES BEAUX ARTS NABEUL,ADMINISTRATION,INSTITUT SUPERIEUR DES BEAUX ARTS NABEUL,MIN.ENS.SUP.RECH.SC.
569832,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUP. DES ETUDES TECHNOLOGIQUES,ADMINISTRATION,INSTITUT SUP. DES ETUDES TECHNOLOGIQUES,MIN.ENS.SUP.RECH.SC.
569842,MIN.ENS.SUP.RECH.SC.TECH.UNIVERSITE LA MANOUBA,ADMINISTRATION,UNIVERSITE LA MANOUBA,MIN.ENS.SUP.RECH.SC.
569852,MIN.INTER.DEV.LOC.COMMUNE EL BATEN,ADMINISTRATION,COMMUNE EL BATEN                           ,MIN.INTER.DEV.LOC.
569862,MIN.ENS.SUP.RECH.SC.TECH.INST.SUP.DES ARTS MULTIMEDIAS,ADMINISTRATION,INST.SUP.DES ARTS MULTIMEDIAS,MIN.ENS.SUP.RECH.SC.
569872,MIN.TECH.COMM.TRANSP.AGENCE NATIONALE DE CERTIFICATION ELECTRONI,ADMINISTRATION,AGENCE NATIONALE DE CERTIFICATION ELECTRONI,MIN.TECH.COMM.
569882,MIN.EDUC.  COMMISSARIAT REGIONAL DE L'EDUCATION,ADMINISTRATION,MIN.EDUC.  COMMISSARIAT REGIONAL DE L'EDUCATION,MIN.EDUC.
569892,MIN.COMMUNIC. TUNISIE TELECOM-DIRECTION REGIONALE DE MANOUBA,ADMINISTRATION,TUNISIE TELECOM   -DISTRICT DE MANOUBA,MIN.TECH.COMM.
569902,MIN.JEUN.SPORTS COMPLEXE DE LA JEUNESSE,ADMINISTRATION,COMPLEXE DE LA JEUNESSE,MIN.JEUN.SPORTS EDUC.PHYS.
569912,MIN.TECH.COMM.TRANSP.CENTRE D'INFORMATION DE FORMATION DOC.ET ET,ADMINISTRATION,CENTRE D'INFORMATION DE FORMATION DOC.ET ET,MIN.TECH.COMM.
569922,MIN.INTER.DEV.LOC.COMMUNE DE TEBOURBA,ADMINISTRATION,COMMUNE DE TEBOURBA,MIN.INTER.DEV.LOC.
569932,MIN.CULTURE COMMISSARIAT REG. A LA CULTURE,ADMINISTRATION,COMMISSARIAT REG. A LA CULTURE,MIN.CULT.SAUVEGARDE DU PATRIMOINE
569942,MIN.INTER.DEV.LOC.COMMUNE DOUAR HICHER,ADMINISTRATION,COMMUNE DOUAR HICHER                       ,MIN.INTER.DEV.LOC.
569952,MIN.INTER.DEV.LOC.COMMUNE ZAOUIET JEDIDI,ADMINISTRATION,COMMUNE ZAOUIET JEDIDI                     ,MIN.INTER.DEV.LOC.
569962,MIN.TOURIS.COMM.ART.CENTRE DE PROMOTION DES EXPORTATIONS,ADMINISTRATION,COMM.ART.CENTRE DE PROMOTION DES EXPORTATIONS,MIN.TOURIS.COMM.ART.
569972,MIN.INTER.DEV.LOC.COMMUNE LE KRAM,ADMINISTRATION,COMMUNE LE KRAM,MIN.INTER.DEV.LOC.
569982,MIN.SPORTSCOMMISSARIAT REG. DES SPORTS,ADMINISTRATION,COMMISSARIAT REG. DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.
569992,CLIENT DIVERS ADM,ADMINISTRATION,CLIENT DIVERS ADM,PREMIER MINISTERE
670012,MIN.EQUIP.HAB.AMEN.TERR.SUBD.HAB.CONST.,ADMINISTRATION,SUBD.HAB.CONST.,MIN.EQUIP.HAB.AMEN.TERR.
670021,MIN.EQUIP.HAB.AMEN.TERR.SUBD.ROUTES,ADMINISTRATION,SUBD.ROUTES,MIN.EQUIP.HAB.AMEN.TERR.
670051,MIN.EQUIP.HAB.AMEN.TERR.SUBD.P.C.,ADMINISTRATION,SUBD.P.C.                                   ,MIN.EQUIP.HAB.AMEN.TERR.
670202,MIN.EQUIP.HAB.AMEN.TERR.SCE.BATIMENTS CIVILS,ADMINISTRATION,SCE.BATIMENTS CIVILS,MIN.EQUIP.HAB.AMEN.TERR.
670211,MIN.EQUIP.HAB.AMEN.TERR.ARRONDISSEMENT DE BIZERTE,ADMINISTRATION,ARRONDISSEMENT DE BIZERTE,MIN.EQUIP.HAB.AMEN.TERR.
670222,MIN.EQUIP.HAB.AMEN.TERR.SCE. DES PONTS ET CHAUSSEES DU KEF,ADMINISTRATION,SCE. DES PONTS ET CHAUSSEES DU KEF,MIN.EQUIP.HAB.AMEN.TERR.
670232,MIN.AGRIC.ENV.RESS.HYD.DIRECTION GRANDS TVX.HYDRAUL. PROJET JOUMIN,ADMINISTRATION,DIRECTION GRANDS TVX.HYDRAUL. PROJET JOUMIN,MIN.AGRIC.ENV.RESS.HYD.
670242,MIN.EQUIP.HAB.AMEN.TERR.DIRECTION GENERALE DE L'EQUIPEMENT DE JENDO,ADMINISTRATION,DIRECTION GENERALE DE L'EQUIPEMENT DE JENDO,MIN.EQUIP.HAB.AMEN.TERR.
670251,MIN.EQUIP.HAB.AMEN.TERR.DIRECTION REGIONALE DE SILIANA,ADMINISTRATION,DIRECTION REGIONALE DE SILIANA,MIN.EQUIP.HAB.AMEN.TERR.
670262,MIN.EQUIP.HAB.AMEN.TERR.DIRECTION REGIONALE DE BEJA,ADMINISTRATION,DIRECTION REGIONALE DE BEJA,MIN.EQUIP.HAB.AMEN.TERR.
670272,MIN.AGRIC.ENV.RESS.HYD.DIR.GRANDS TVX.HYD. PROJET GHEZALA,ADMINISTRATION,DIR.GRANDS TVX.HYD. PROJET GHEZALA,MIN.AGRIC.ENV.RESS.HYD.
670282,MIN.AGRIC.ENV.RESS.HYD.DIR.GRANDS TVX.HYD. PROJET SIDI SALEM,ADMINISTRATION,DIR.GRANDS TVX.HYD. PROJET SIDI SALEM,MIN.AGRIC.ENV.RESS.HYD.
670292,MIN.AGRIC.ENV.RESS.HYD.DIR.GRANDS TVX.HYD. PROJET SIDI SAAD,ADMINISTRATION,DIR.GRANDS TVX.HYD. PROJET SIDI SAAD,MIN.AGRIC.ENV.RESS.HYD.
670302,MIN.EQUIP.HAB.AMEN.TERR.DGTH PROJET SILIANA,ADMINISTRATION,DGTH PROJET SILIANA,MIN.EQUIP.HAB.AMEN.TERR.
670312,MIN.AGRIC.DGTH PROJET SEJNANE,ADMINISTRATION,DIR.GRANDS TVX.HYD. PROJET SEJNANE,MIN.AGRIC.ENV.RESS.HYD.
670322,MIN.AGRIC.DGTH,ADMINISTRATION,DIR.GRANDS TVX.HYD.,MIN.AGRIC.ENV.RESS.HYD.
670332,MIN.AGRIC. DIR.GRANDS TVX.HYD. PROJET TINE-DOUIMESS,ADMINISTRATION,DIR.GRANDS TVX.HYD. PROJET TINE-DOUIMESS,MIN.AGRIC.ENV.RESS.HYD.
670342,MIN.EQUIP.HAB.AMEN.TERR.DIR.ROUTES TOURIS.NORD OUEST,ADMINISTRATION,DIR.ROUTES TOURIS.NORD OUEST,MIN.EQUIP.HAB.AMEN.TERR.
